Id,Class
2997,2
2998,0
2999,4
3000,9
3001,6
3002,8
3003,7
3004,2
3005,0
3006,8
3007,4
3008,2
3009,9
3010,0
3011,1
3012,3
3013,8
3014,8
3015,7
3016,8
3017,0
3018,3
3019,5
3020,3
3021,6
3022,5
3023,3
3024,0
3025,0
3026,8
3027,5
3028,0
3029,6
3030,7
3031,0
3032,3
3033,0
3034,8
3035,1
3036,0
3037,1
3038,5
3039,9
3040,2
3041,6
3042,0
3043,0
3044,4
3045,1
3046,3
3047,9
3048,9
3049,1
3050,0
3051,7
3052,3
3053,3
3054,5
3055,6
3056,7
3057,8
3058,7
3059,5
3060,8
3061,6
3062,4
3063,2
3064,6
3065,6
3066,7
3067,4
3068,6
3069,7
3070,8
3071,7
3072,5
3073,7
3074,7
3075,6
3076,5
3077,8
3078,2
3079,7
3080,5
3081,0
3082,8
3083,7
3084,2
3085,0
3086,3
3087,0
3088,0
3089,9
3090,9
3091,1
3092,5
3093,5
3094,8
3095,2
3096,7
3097,3
3098,4
3099,7
3100,7
3101,7
3102,4
3103,5
3104,4
3105,1
3106,4
3107,2
3108,0
3109,5
3110,7
3111,4
3112,8
3113,3
3114,5
3115,8
3116,8
3117,0
3118,7
3119,7
3120,7
3121,8
3122,0
3123,1
3124,6
3125,0
3126,3
3127,4
3128,7
3129,4
3130,7
3131,8
3132,5
3133,7
3134,3
3135,8
3136,3
3137,4
3138,6
3139,7
3140,2
3141,1
3142,6
3143,2
3144,4
3145,9
3146,1
3147,9
3148,1
3149,0
3150,8
3151,2
3152,2
3153,1
3154,0
3155,9
3156,9
3157,6
3158,6
3159,3
3160,8
3161,0
3162,6
3163,7
3164,2
3165,0
3166,0
3167,9
3168,2
3169,2
3170,6
3171,0
3172,7
3173,0
3174,7
3175,0
3176,5
3177,5
3178,5
3179,0
3180,0
3181,2
3182,8
3183,9
3184,1
3185,6
3186,6
3187,2
3188,0
3189,2
3190,3
3191,7
3192,1
3193,0
3194,0
3195,1
3196,0
3197,0
3198,2
3199,0
3200,9
3201,0
3202,2
3203,5
3204,0
3205,1
3206,7
3207,3
3208,1
3209,4
3210,7
3211,9
3212,7
3213,3
3214,8
3215,2
3216,7
3217,7
3218,1
3219,5
3220,5
3221,1
3222,2
3223,1
3224,2
3225,3
3226,0
3227,5
3228,9
3229,8
3230,0
3231,7
3232,4
3233,9
3234,0
3235,3
3236,3
3237,6
3238,0
3239,9
3240,5
3241,3
3242,0
3243,0
3244,1
3245,6
3246,4
3247,1
3248,7
3249,0
3250,3
3251,6
3252,3
3253,7
3254,0
3255,2
3256,3
3257,0
3258,1
3259,9
3260,6
3261,1
3262,8
3263,3
3264,8
3265,9
3266,2
3267,1
3268,0
3269,6
3270,0
3271,5
3272,6
3273,3
3274,9
3275,3
3276,2
3277,0
3278,5
3279,8
3280,3
3281,0
3282,5
3283,0
3284,5
3285,6
3286,6
3287,3
3288,5
3289,1
3290,7
3291,7
3292,7
3293,8
3294,2
3295,4
3296,0
3297,3
3298,6
3299,8
3300,4
3301,4
3302,0
3303,7
3304,1
3305,5
3306,3
3307,1
3308,4
3309,4
3310,0
3311,9
3312,9
3313,3
3314,9
3315,5
3316,5
3317,1
3318,1
3319,1
3320,5
3321,8
3322,5
3323,2
3324,8
3325,8
3326,7
3327,5
3328,4
3329,5
3330,3
3331,7
3332,1
3333,3
3334,1
3335,8
3336,5
3337,3
3338,7
3339,1
3340,3
3341,5
3342,7
3343,5
3344,6
3345,7
3346,5
3347,3
3348,0
3349,7
3350,8
3351,3
3352,5
3353,7
3354,7
3355,8
3356,5
3357,5
3358,5
3359,5
3360,1
3361,9
3362,6
3363,5
3364,1
3365,6
3366,5
3367,6
3368,0
3369,1
3370,7
3371,3
3372,7
3373,3
3374,6
3375,0
3376,3
3377,7
3378,9
3379,5
3380,6
3381,1
3382,2
3383,1
3384,3
3385,7
3386,2
3387,9
3388,4
3389,6
3390,0
3391,7
3392,3
3393,1
3394,0
3395,1
3396,9
3397,0
3398,7
3399,2
3400,9
3401,0
3402,5
3403,0
3404,0
3405,5
3406,0
3407,7
3408,3
3409,4
3410,2
3411,9
3412,0
3413,0
3414,1
3415,8
3416,9
3417,0
3418,2
3419,2
3420,1
3421,3
3422,6
3423,1
3424,3
3425,7
3426,0
3427,0
3428,5
3429,8
3430,7
3431,8
3432,0
3433,5
3434,6
3435,5
3436,4
3437,1
3438,3
3439,6
3440,0
3441,3
3442,4
3443,5
3444,8
3445,6
3446,2
3447,6
3448,2
3449,8
3450,0
3451,5
3452,7
3453,5
3454,2
3455,6
3456,0
3457,5
3458,0
3459,2
3460,8
3461,7
3462,8
3463,4
3464,5
3465,4
3466,9
3467,9
3468,7
3469,5
3470,3
3471,9
3472,2
3473,4
3474,2
3475,1
3476,8
3477,0
3478,4
3479,8
3480,5
3481,8
3482,5
3483,1
3484,8
3485,3
3486,9
3487,0
3488,0
3489,2
3490,8
3491,1
3492,3
3493,5
3494,3
3495,5
3496,3
3497,4
3498,6
3499,8
3500,8
3501,1
3502,5
3503,7
3504,2
3505,3
3506,3
3507,8
3508,6
3509,0
3510,5
3511,8
3512,5
3513,9
3514,1
3515,0
3516,8
3517,7
3518,9
3519,7
3520,2
3521,0
3522,2
3523,9
3524,0
3525,7
3526,3
3527,7
3528,1
3529,2
3530,6
3531,5
3532,0
3533,2
3534,5
3535,3
3536,0
3537,3
3538,5
3539,8
3540,8
3541,0
3542,8
3543,2
3544,8
3545,3
3546,3
3547,7
3548,0
3549,5
3550,4
3551,4
3552,0
3553,3
3554,4
3555,9
3556,2
3557,8
3558,0
3559,3
3560,3
3561,3
3562,7
3563,0
3564,0
3565,8
3566,1
3567,3
3568,4
3569,5
3570,0
3571,2
3572,2
3573,2
3574,8
3575,0
3576,6
3577,7
3578,6
3579,8
3580,7
3581,7
3582,2
3583,3
3584,8
3585,2
3586,1
3587,0
3588,3
3589,9
3590,7
3591,0
3592,6
3593,8
3594,1
3595,3
3596,9
3597,2
3598,9
3599,0
3600,0
3601,4
3602,2
3603,8
3604,0
3605,4
3606,9
3607,5
3608,5
3609,1
3610,8
3611,8
3612,8
3613,1
3614,9
3615,0
3616,7
3617,4
3618,0
3619,3
3620,0
3621,1
3622,2
3623,2
3624,3
3625,7
3626,8
3627,7
3628,7
3629,1
3630,9
3631,7
3632,5
3633,7
3634,1
3635,2
3636,9
3637,2
3638,0
3639,2
3640,0
3641,5
3642,4
3643,0
3644,0
3645,6
3646,6
3647,5
3648,2
3649,2
3650,8
3651,1
3652,2
3653,7
3654,6
3655,6
3656,5
3657,9
3658,8
3659,9
3660,2
3661,4
3662,3
3663,8
3664,7
3665,4
3666,6
3667,1
3668,8
3669,6
3670,8
3671,5
3672,2
3673,6
3674,4
3675,7
3676,1
3677,3
3678,6
3679,5
3680,2
3681,0
3682,3
3683,2
3684,0
3685,8
3686,8
3687,6
3688,7
3689,6
3690,0
3691,8
3692,5
3693,6
3694,3
3695,8
3696,3
3697,0
3698,0
3699,7
3700,3
3701,6
3702,0
3703,3
3704,3
3705,0
3706,3
3707,1
3708,5
3709,6
3710,6
3711,3
3712,0
3713,6
3714,3
3715,1
3716,5
3717,0
3718,7
3719,7
3720,0
3721,2
3722,5
3723,6
3724,3
3725,0
3726,9
3727,2
3728,6
3729,9
3730,4
3731,8
3732,7
3733,3
3734,8
3735,2
3736,7
3737,5
3738,6
3739,2
3740,6
3741,3
3742,4
3743,0
3744,5
3745,4
3746,1
3747,2
3748,9
3749,3
3750,5
3751,5
3752,1
3753,3
3754,1
3755,9
3756,9
3757,4
3758,9
3759,8
3760,5
3761,1
3762,1
3763,7
3764,0
3765,7
3766,5
3767,7
3768,8
3769,3
3770,8
3771,0
3772,4
3773,8
3774,4
3775,0
3776,7
3777,6
3778,8
3779,7
3780,9
3781,6
3782,5
3783,3
3784,3
3785,6
3786,1
3787,7
3788,1
3789,3
3790,9
3791,5
3792,3
3793,2
3794,9
3795,6
3796,5
3797,3
3798,1
3799,8
3800,8
3801,3
3802,2
3803,9
3804,2
3805,3
3806,6
3807,7
3808,2
3809,0
3810,2
3811,5
3812,2
3813,2
3814,0
3815,3
3816,7
3817,9
3818,6
3819,8
3820,0
3821,3
3822,3
3823,5
3824,2
3825,3
3826,0
3827,3
3828,5
3829,5
3830,2
3831,3
3832,0
3833,1
3834,8
3835,5
3836,2
3837,4
3838,0
3839,5
3840,1
3841,1
3842,3
3843,2
3844,5
3845,7
3846,0
3847,0
3848,1
3849,7
3850,5
3851,0
3852,8
3853,6
3854,0
3855,3
3856,7
3857,3
3858,6
3859,7
3860,8
3861,6
3862,1
3863,9
3864,8
3865,2
3866,2
3867,3
3868,5
3869,6
3870,1
3871,1
3872,5
3873,3
3874,4
3875,8
3876,1
3877,7
3878,7
3879,3
3880,8
3881,9
3882,8
3883,0
3884,8
3885,4
3886,5
3887,9
3888,4
3889,5
3890,0
3891,6
3892,2
3893,8
3894,5
3895,2
3896,5
3897,9
3898,2
3899,8
3900,4
3901,7
3902,7
3903,7
3904,5
3905,1
3906,3
3907,2
3908,7
3909,2
3910,4
3911,8
3912,0
3913,0
3914,6
3915,7
3916,8
3917,0
3918,8
3919,7
3920,9
3921,2
3922,6
3923,8
3924,0
3925,0
3926,7
3927,0
3928,3
3929,8
3930,4
3931,8
3932,8
3933,6
3934,8
3935,5
3936,2
3937,2
3938,2
3939,2
3940,2
3941,2
3942,0
3943,4
3944,7
3945,1
3946,2
3947,3
3948,6
3949,6
3950,4
3951,0
3952,7
3953,1
3954,9
3955,5
3956,9
3957,8
3958,3
3959,3
3960,9
3961,2
3962,8
3963,6
3964,5
3965,5
3966,5
3967,7
3968,1
3969,9
3970,6
3971,3
3972,1
3973,7
3974,6
3975,8
3976,0
3977,2
3978,4
3979,2
3980,8
3981,6
3982,2
3983,0
3984,3
3985,6
3986,0
3987,9
3988,4
3989,9
3990,5
3991,8
3992,6
3993,2
3994,2
3995,1
3996,0
3997,0
3998,5
3999,5
4000,4
4001,5
4002,1
4003,5
4004,8
4005,9
4006,4
4007,7
4008,3
4009,8
4010,5
4011,5
4012,5
4013,6
4014,0
4015,1
4016,8
4017,0
4018,9
4019,1
4020,1
4021,8
4022,2
4023,7
4024,3
4025,3
4026,4
4027,5
4028,5
4029,8
4030,6
4031,1
4032,5
4033,1
4034,7
4035,7
4036,1
4037,3
4038,5
4039,7
4040,8
4041,4
4042,1
4043,0
4044,7
4045,8
4046,2
4047,3
4048,5
4049,1
4050,7
4051,0
4052,6
4053,8
4054,0
4055,9
4056,2
4057,3
4058,0
4059,2
4060,8
4061,7
4062,3
4063,3
4064,5
4065,1
4066,5
4067,6
4068,7
4069,3
4070,8
4071,9
4072,5
4073,5
4074,9
4075,6
4076,3
4077,6
4078,2
4079,4
4080,9
4081,7
4082,3
4083,9
4084,2
4085,4
4086,5
4087,9
4088,3
4089,0
4090,0
4091,2
4092,0
4093,0
4094,8
4095,4
4096,5
4097,2
4098,8
4099,2
4100,5
4101,9
4102,7
4103,1
4104,3
4105,0
4106,5
4107,6
4108,3
4109,7
4110,6
4111,4
4112,6
4113,7
4114,6
4115,2
4116,2
4117,9
4118,3
4119,3
4120,8
4121,5
4122,7
4123,0
4124,5
4125,8
4126,6
4127,6
4128,5
4129,5
4130,5
4131,4
4132,5
4133,0
4134,4
4135,8
4136,0
4137,6
4138,9
4139,1
4140,7
4141,0
4142,0
4143,8
4144,8
4145,5
4146,6
4147,3
4148,8
4149,3
4150,2
4151,0
4152,3
4153,6
4154,8
4155,0
4156,4
4157,9
4158,4
4159,8
4160,9
4161,8
4162,5
4163,5
4164,7
4165,3
4166,8
4167,6
4168,0
4169,1
4170,0
4171,6
4172,5
4173,6
4174,3
4175,9
4176,6
4177,6
4178,0
4179,1
4180,0
4181,4
4182,5
4183,1
4184,0
4185,8
4186,3
4187,5
4188,1
4189,7
4190,9
4191,2
4192,7
4193,5
4194,8
4195,0
4196,9
4197,4
4198,9
4199,7
4200,4
4201,0
4202,5
4203,9
4204,5
4205,5
4206,8
4207,0
4208,7
4209,0
4210,3
4211,8
4212,4
4213,3
4214,8
4215,9
4216,2
4217,4
4218,2
4219,7
4220,7
4221,8
4222,3
4223,2
4224,5
4225,8
4226,5
4227,7
4228,0
4229,3
4230,5
4231,3
4232,7
4233,8
4234,5
4235,0
4236,9
4237,0
4238,6
4239,4
4240,2
4241,7
4242,3
4243,7
4244,8
4245,0
4246,8
4247,1
4248,4
4249,7
4250,6
4251,2
4252,5
4253,8
4254,5
4255,6
4256,9
4257,8
4258,5
4259,6
4260,9
4261,0
4262,2
4263,8
4264,7
4265,1
4266,3
4267,5
4268,3
4269,9
4270,6
4271,8
4272,9
4273,3
4274,7
4275,5
4276,7
4277,5
4278,1
4279,1
4280,4
4281,1
4282,3
4283,5
4284,2
4285,7
4286,5
4287,6
4288,4
4289,3
4290,5
4291,3
4292,9
4293,6
4294,2
4295,5
4296,9
4297,6
4298,2
4299,2
4300,7
4301,5
4302,0
4303,3
4304,3
4305,1
4306,9
4307,3
4308,7
4309,8
4310,2
4311,0
4312,2
4313,3
4314,5
4315,1
4316,5
4317,8
4318,5
4319,4
4320,0
4321,8
4322,7
4323,1
4324,4
4325,0
4326,3
4327,9
4328,8
4329,0
4330,3
4331,6
4332,2
4333,5
4334,1
4335,6
4336,4
4337,3
4338,1
4339,7
4340,2
4341,8
4342,0
4343,5
4344,0
4345,3
4346,7
4347,7
4348,0
4349,3
4350,0
4351,9
4352,3
4353,4
4354,1
4355,2
4356,9
4357,8
4358,9
4359,5
4360,9
4361,9
4362,9
4363,5
4364,8
4365,3
4366,5
4367,7
4368,9
4369,3
4370,9
4371,2
4372,3
4373,3
4374,6
4375,2
4376,7
4377,9
4378,1
4379,3
4380,8
4381,3
4382,6
4383,0
4384,9
4385,6
4386,7
4387,5
4388,5
4389,1
4390,5
4391,2
4392,3
4393,9
4394,7
4395,0
4396,5
4397,7
4398,3
4399,7
4400,2
4401,5
4402,7
4403,2
4404,7
4405,2
4406,7
4407,8
4408,7
4409,3
4410,3
4411,0
4412,7
4413,0
4414,4
4415,7
4416,0
4417,9
4418,6
4419,7
4420,5
4421,8
4422,7
4423,7
4424,0
4425,7
4426,9
4427,7
4428,8
4429,4
4430,1
4431,8
4432,0
4433,7
4434,7
4435,7
4436,0
4437,5
4438,3
4439,3
4440,0
4441,0
4442,8
4443,6
4444,6
4445,6
4446,2
4447,6
4448,6
4449,6
4450,8
4451,5
4452,9
4453,5
4454,7
4455,5
4456,6
4457,8
4458,7
4459,5
4460,0
4461,5
4462,6
4463,1
4464,1
4465,5
4466,4
4467,2
4468,1
4469,1
4470,0
4471,1
4472,1
4473,5
4474,3
4475,0
4476,6
4477,0
4478,0
4479,2
4480,6
4481,0
4482,6
4483,7
4484,0
4485,6
4486,0
4487,6
4488,4
4489,3
4490,5
4491,6
4492,1
4493,2
4494,6
4495,8
4496,7
4497,0
4498,5
4499,7
4500,0
4501,7
4502,7
4503,0
4504,0
4505,0
4506,5
4507,9
4508,3
4509,8
4510,7
4511,8
4512,7
4513,5
4514,9
4515,9
4516,5
4517,5
4518,0
4519,5
4520,5
4521,0
4522,2
4523,3
4524,3
4525,5
4526,0
4527,4
4528,0
4529,0
4530,5
4531,4
4532,3
4533,0
4534,8
4535,1
4536,9
4537,9
4538,0
4539,8
4540,0
4541,3
4542,2
4543,8
4544,9
4545,1
4546,7
4547,8
4548,1
4549,7
4550,1
4551,1
4552,9
4553,7
4554,4
4555,3
4556,5
4557,8
4558,8
4559,0
4560,4
4561,4
4562,2
4563,3
4564,5
4565,4
4566,1
4567,6
4568,3
4569,9
4570,3
4571,1
4572,7
4573,1
4574,2
4575,6
4576,9
4577,6
4578,8
4579,5
4580,3
4581,8
4582,6
4583,0
4584,7
4585,3
4586,9
4587,7
4588,7
4589,9
4590,8
4591,5
4592,2
4593,0
4594,3
4595,0
4596,0
4597,8
4598,4
4599,1
4600,9
4601,3
4602,1
4603,9
4604,5
4605,8
4606,3
4607,7
4608,0
4609,5
4610,2
4611,9
4612,2
4613,0
4614,9
4615,5
4616,1
4617,2
4618,5
4619,4
4620,8
4621,5
4622,2
4623,0
4624,6
4625,0
4626,0
4627,5
4628,5
4629,1
4630,9
4631,0
4632,2
4633,1
4634,0
4635,3
4636,3
4637,1
4638,2
4639,2
4640,1
4641,1
4642,9
4643,5
4644,7
4645,3
4646,5
4647,0
4648,0
4649,5
4650,1
4651,8
4652,4
4653,1
4654,3
4655,0
4656,3
4657,9
4658,1
4659,6
4660,1
4661,7
4662,0
4663,8
4664,5
4665,1
4666,4
4667,7
4668,6
4669,9
4670,9
4671,3
4672,9
4673,8
4674,0
4675,4
4676,7
4677,6
4678,8
4679,1
4680,8
4681,6
4682,2
4683,2
4684,1
4685,1
4686,7
4687,6
4688,2
4689,3
4690,8
4691,3
4692,3
4693,2
4694,4
4695,7
4696,4
4697,0
4698,1
4699,2
4700,9
4701,1
4702,7
4703,0
4704,3
4705,5
4706,8
4707,0
4708,7
4709,0
4710,2
4711,0
4712,6
4713,8
4714,6
4715,7
4716,8
4717,0
4718,7
4719,0
4720,7
4721,8
4722,0
4723,4
4724,5
4725,1
4726,1
4727,1
4728,8
4729,5
4730,2
4731,6
4732,0
4733,8
4734,8
4735,0
4736,1
4737,1
4738,0
4739,2
4740,5
4741,6
4742,3
4743,8
4744,0
4745,5
4746,4
4747,2
4748,6
4749,2
4750,3
4751,0
4752,4
4753,7
4754,5
4755,8
4756,6
4757,8
4758,9
4759,4
4760,0
4761,9
4762,7
4763,6
4764,7
4765,0
4766,8
4767,0
4768,8
4769,1
4770,4
4771,3
4772,1
4773,7
4774,6
4775,9
4776,9
4777,6
4778,1
4779,1
4780,5
4781,7
4782,2
4783,1
4784,8
4785,4
4786,8
4787,3
4788,1
4789,5
4790,9
4791,7
4792,3
4793,2
4794,4
4795,0
4796,8
4797,3
4798,2
4799,2
4800,6
4801,0
4802,1
4803,0
4804,3
4805,1
4806,3
4807,7
4808,7
4809,0
4810,3
4811,2
4812,6
4813,5
4814,5
4815,2
4816,6
4817,8
4818,5
4819,6
4820,6
4821,8
4822,8
4823,8
4824,6
4825,4
4826,6
4827,5
4828,2
4829,1
4830,5
4831,3
4832,7
4833,5
4834,5
4835,3
4836,4
4837,9
4838,3
4839,8
4840,7
4841,7
4842,4
4843,5
4844,5
4845,3
4846,1
4847,6
4848,8
4849,4
4850,1
4851,2
4852,0
4853,4
4854,2
4855,2
4856,8
4857,4
4858,4
4859,5
4860,3
4861,5
4862,3
4863,9
4864,0
4865,1
4866,9
4867,2
4868,8
4869,4
4870,6
4871,3
4872,8
4873,9
4874,5
4875,7
4876,1
4877,3
4878,8
4879,2
4880,2
4881,5
4882,8
4883,8
4884,2
4885,6
4886,5
4887,0
4888,1
4889,2
4890,4
4891,4
4892,0
4893,1
4894,0
4895,8
4896,7
4897,4
4898,5
4899,9
4900,2
4901,0
4902,0
4903,1
4904,6
4905,2
4906,2
4907,6
4908,1
4909,7
4910,4
4911,5
4912,6
4913,9
4914,6
4915,7
4916,4
4917,3
4918,7
4919,2
4920,9
4921,8
4922,8
4923,5
4924,2
4925,5
4926,1
4927,5
4928,1
4929,8
4930,6
4931,5
4932,3
4933,2
4934,6
4935,9
4936,6
4937,1
4938,6
4939,6
4940,5
4941,5
4942,9
4943,6
4944,0
4945,4
4946,7
4947,7
4948,2
4949,3
4950,1
4951,3
4952,8
4953,8
4954,5
4955,9
4956,1
4957,8
4958,9
4959,6
4960,8
4961,2
4962,6
4963,3
4964,7
4965,7
4966,7
4967,7
4968,7
4969,9
4970,8
4971,0
4972,8
4973,8
4974,9
4975,1
4976,0
4977,2
4978,1
4979,2
4980,9
4981,6
4982,2
4983,9
4984,3
4985,6
4986,5
4987,6
4988,9
4989,8
4990,4
4991,6
4992,5
4993,2
4994,9
4995,9
4996,4
4997,2
4998,5
4999,4
5000,3
5001,3
5002,9
5003,3
5004,0
5005,2
5006,1
5007,0
5008,1
5009,1
5010,8
5011,7
5012,0
5013,5
5014,1
5015,3
5016,5
5017,4
5018,8
5019,7
5020,8
5021,2
5022,3
5023,1
5024,8
5025,2
5026,4
5027,0
5028,1
5029,9
5030,7
5031,8
5032,1
5033,9
5034,2
5035,5
5036,8
5037,7
5038,1
5039,3
5040,9
5041,5
5042,2
5043,1
5044,5
5045,1
5046,5
5047,3
5048,5
5049,7
5050,2
5051,9
5052,6
5053,7
5054,3
5055,0
5056,9
5057,3
5058,8
5059,3
5060,2
5061,7
5062,0
5063,0
5064,7
5065,3
5066,7
5067,6
5068,8
5069,7
5070,9
5071,2
5072,2
5073,1
5074,3
5075,6
5076,8
5077,1
5078,9
5079,5
5080,0
5081,7
5082,6
5083,0
5084,4
5085,8
5086,8
5087,1
5088,2
5089,2
5090,0
5091,0
5092,9
5093,8
5094,8
5095,5
5096,6
5097,7
5098,5
5099,0
5100,2
5101,8
5102,9
5103,0
5104,8
5105,5
5106,7
5107,3
5108,7
5109,4
5110,3
5111,5
5112,4
5113,1
5114,5
5115,9
5116,5
5117,2
5118,1
5119,6
5120,2
5121,3
5122,1
5123,7
5124,8
5125,5
5126,3
5127,3
5128,5
5129,8
5130,9
5131,5
5132,8
5133,3
5134,6
5135,8
5136,1
5137,5
5138,2
5139,8
5140,4
5141,2
5142,9
5143,0
5144,1
5145,3
5146,8
5147,6
5148,2
5149,5
5150,6
5151,3
5152,8
5153,2
5154,5
5155,3
5156,7
5157,5
5158,4
5159,7
5160,7
5161,0
5162,6
5163,6
5164,9
5165,0
5166,6
5167,8
5168,3
5169,9
5170,4
5171,8
5172,6
5173,0
5174,0
5175,0
5176,1
5177,0
5178,4
5179,4
5180,7
5181,2
5182,9
5183,8
5184,7
5185,7
5186,2
5187,6
5188,5
5189,9
5190,2
5191,3
5192,3
5193,7
5194,8
5195,1
5196,4
5197,8
5198,9
5199,0
5200,5
5201,0
5202,4
5203,5
5204,5
5205,8
5206,4
5207,8
5208,4
5209,6
5210,1
5211,7
5212,7
5213,3
5214,8
5215,0
5216,6
5217,3
5218,0
5219,9
5220,5
5221,2
5222,1
5223,3
5224,9
5225,3
5226,3
5227,3
5228,2
5229,4
5230,2
5231,6
5232,5
5233,2
5234,7
5235,8
5236,8
5237,8
5238,9
5239,3
5240,6
5241,1
5242,3
5243,6
5244,5
5245,0
5246,8
5247,8
5248,1
5249,8
5250,5
5251,8
5252,3
5253,8
5254,3
5255,2
5256,2
5257,9
5258,7
5259,5
5260,0
5261,3
5262,8
5263,0
5264,1
5265,3
5266,1
5267,2
5268,7
5269,6
5270,3
5271,9
5272,4
5273,3
5274,8
5275,8
5276,8
5277,7
5278,1
5279,8
5280,2
5281,5
5282,3
5283,8
5284,8
5285,0
5286,6
5287,8
5288,7
5289,0
5290,1
5291,8
5292,1
5293,9
5294,5
5295,5
5296,2
5297,7
5298,6
5299,1
5300,1
5301,7
5302,2
5303,8
5304,3
5305,6
5306,9
5307,2
5308,6
5309,0
5310,2
5311,6
5312,3
5313,3
5314,2
5315,2
5316,0
5317,5
5318,3
5319,5
5320,8
5321,5
5322,7
5323,7
5324,5
5325,2
5326,5
5327,3
5328,7
5329,0
5330,2
5331,5
5332,7
5333,5
5334,3
5335,0
5336,7
5337,1
5338,1
5339,1
5340,0
5341,8
5342,6
5343,0
5344,8
5345,3
5346,5
5347,0
5348,3
5349,6
5350,1
5351,5
5352,2
5353,8
5354,5
5355,2
5356,7
5357,2
5358,5
5359,7
5360,6
5361,2
5362,0
5363,9
5364,2
5365,9
5366,0
5367,8
5368,6
5369,5
5370,8
5371,6
5372,9
5373,0
5374,1
5375,0
5376,9
5377,6
5378,2
5379,3
5380,9
5381,8
5382,0
5383,1
5384,2
5385,9
5386,2
5387,4
5388,0
5389,3
5390,8
5391,0
5392,7
5393,7
5394,2
5395,5
5396,8
5397,8
5398,7
5399,5
5400,3
5401,8
5402,1
5403,8
5404,1
5405,0
5406,6
5407,7
5408,7
5409,9
5410,8
5411,8
5412,8
5413,0
5414,9
5415,7
5416,2
5417,9
5418,1
5419,1
5420,7
5421,8
5422,5
5423,2
5424,0
5425,9
5426,6
5427,0
5428,5
5429,7
5430,6
5431,3
5432,0
5433,4
5434,5
5435,0
5436,4
5437,0
5438,6
5439,2
5440,3
5441,4
5442,2
5443,2
5444,5
5445,3
5446,9
5447,8
5448,5
5449,8
5450,4
5451,0
5452,0
5453,5
5454,8
5455,3
5456,9
5457,1
5458,8
5459,0
5460,7
5461,8
5462,0
5463,5
5464,1
5465,5
5466,6
5467,7
5468,4
5469,2
5470,5
5471,0
5472,1
5473,9
5474,4
5475,6
5476,3
5477,2
5478,3
5479,8
5480,2
5481,8
5482,3
5483,5
5484,5
5485,3
5486,5
5487,5
5488,2
5489,0
5490,2
5491,9
5492,1
5493,5
5494,2
5495,0
5496,5
5497,0
5498,5
5499,4
5500,2
5501,0
5502,6
5503,0
5504,9
5505,4
5506,2
5507,5
5508,1
5509,9
5510,5
5511,8
5512,0
5513,0
5514,1
5515,1
5516,7
5517,8
5518,2
5519,5
5520,8
5521,0
5522,0
5523,0
5524,0
5525,2
5526,7
5527,7
5528,0
5529,4
5530,4
5531,1
5532,2
5533,8
5534,8
5535,5
5536,2
5537,5
5538,1
5539,2
5540,8
5541,3
5542,9
5543,2
5544,8
5545,9
5546,5
5547,3
5548,8
5549,9
5550,4
5551,7
5552,8
5553,8
5554,2
5555,9
5556,5
5557,5
5558,7
5559,0
5560,3
5561,3
5562,4
5563,0
5564,5
5565,4
5566,8
5567,6
5568,4
5569,5
5570,4
5571,3
5572,8
5573,0
5574,8
5575,5
5576,5
5577,3
5578,0
5579,7
5580,5
5581,0
5582,2
5583,1
5584,9
5585,2
5586,5
5587,5
5588,8
5589,3
5590,7
5591,9
5592,2
5593,5
5594,9
5595,6
5596,0
5597,5
5598,1
5599,9
5600,6
5601,3
5602,9
5603,8
5604,7
5605,4
5606,8
5607,5
5608,0
5609,1
5610,7
5611,0
5612,0
5613,7
5614,5
5615,6
5616,7
5617,1
5618,5
5619,7
5620,2
5621,0
5622,2
5623,3
5624,1
5625,9
5626,5
5627,0
5628,4
5629,8
5630,8
5631,2
5632,7
5633,7
5634,9
5635,5
5636,9
5637,5
5638,1
5639,7
5640,1
5641,7
5642,8
5643,2
5644,5
5645,7
5646,9
5647,5
5648,6
5649,6
5650,3
5651,1
5652,0
5653,6
5654,2
5655,7
5656,7
5657,4
5658,2
5659,0
5660,5
5661,2
5662,1
5663,0
5664,0
5665,3
5666,7
5667,5
5668,2
5669,7
5670,5
5671,5
5672,8
5673,7
5674,9
5675,5
5676,2
5677,6
5678,2
5679,0
5680,8
5681,3
5682,0
5683,0
5684,7
5685,7
5686,1
5687,9
5688,8
5689,0
5690,4
5691,1
5692,0
5693,3
5694,3
5695,3
5696,6
5697,1
5698,1
5699,5
5700,0
5701,6
5702,2
5703,8
5704,9
5705,3
5706,1
5707,9
5708,0
5709,5
5710,3
5711,8
5712,3
5713,0
5714,7
5715,2
5716,3
5717,9
5718,0
5719,8
5720,3
5721,0
5722,1
5723,8
5724,7
5725,9
5726,8
5727,6
5728,0
5729,3
5730,9
5731,0
5732,4
5733,9
5734,0
5735,8
5736,5
5737,7
5738,8
5739,8
5740,8
5741,8
5742,3
5743,7
5744,8
5745,9
5746,0
5747,3
5748,7
5749,2
5750,2
5751,1
5752,5
5753,8
5754,4
5755,0
5756,9
5757,2
5758,7
5759,3
5760,5
5761,0
5762,1
5763,5
5764,2
5765,5
5766,0
5767,0
5768,7
5769,2
5770,6
5771,8
5772,3
5773,9
5774,5
5775,3
5776,0
5777,9
5778,2
5779,5
5780,5
5781,1
5782,4
5783,9
5784,3
5785,3
5786,9
5787,8
5788,7
5789,5
5790,5
5791,5
5792,2
5793,0
5794,6
